Designator,Mid X,Mid Y,Rotation,Layer
C12,66.25,-75.5,180.0,top
C18,81.6,-67.9,180.0,top
J2,73.9,-57.904,180.0,top
J3,67.589758,-90.816611,90.0,top
R11,73.8,-99.8,0.0,top
R13,80.4,-73.56,90.0,top
R63,73.8,-65.1,180.0,top
R9,67.4,-69.8,90.0,top
RV1,71.3,-113.7,0.0,top
U1,73.89,-71.69,0.0,top
